ID,name,href,docket_number,term
52395,"Central Trust Company, Rochester, N.Y. v. Official Creditors' Committee of Geiger Enterprises, Inc.",https://api.oyez.org/cases/1981/80-1565,80-1565,1981
52396,Crawford v. Board of Education of City of Los Angeles,https://api.oyez.org/cases/1981/81-38,81-38,1981
52397,Middlesex County Ethics Committee v. Garden State Bar Association,https://api.oyez.org/cases/1981/81-460,81-460,1981
52398,Arizona v. Maricopa County Medical Society,https://api.oyez.org/cases/1981/80-419,80-419,1981
52399,Weinberger v. Romero-Barcelo,https://api.oyez.org/cases/1981/80-1990,80-1990,1981
52400,Baldrige v. Shapiro,https://api.oyez.org/cases/1981/80-1436,80-1436,1981
52401,White v. New Hampshire Department of Employment Security,https://api.oyez.org/cases/1981/80-5887,80-5887,1981
52402,Rose v. Lundy,https://api.oyez.org/cases/1981/80-846,80-846,1981
52403,Edgar v. MITE Corporation,https://api.oyez.org/cases/1981/80-1188,80-1188,1981
52404,Logan v. Zimmerman Brush Company,https://api.oyez.org/cases/1981/80-5950,80-5950,1981
52405,Schweiker v. Hogan,https://api.oyez.org/cases/1981/81-213,81-213,1981
52406,Southern Pacific Transportation Company v. Commercial Metals Company,https://api.oyez.org/cases/1981/81-622,81-622,1981
52407,United States v. Valenzuela-Bernal,https://api.oyez.org/cases/1981/81-450,81-450,1981
52408,California ex rel. Cooper v. Mitchell Brothers' Santa Ana Theater,https://api.oyez.org/cases/1981/81-271,81-271,1981
52409,American Medical Assn. v. FTC,https://api.oyez.org/cases/1981/80-1690,80-1690,1981
52410,Johnson v. Board of Education of the City of Chicago,https://api.oyez.org/cases/1981/81-1097,81-1097,1981
52411,Railway Labor Executives' Assn. v. Gibbons,https://api.oyez.org/cases/1981/80-415,80-415,1981
52413,O'Dell v. Espinoza,https://api.oyez.org/cases/1981/81-534,81-534,1981
52414,"Lugar v. Edmondson Oil Company, Inc.",https://api.oyez.org/cases/1981/80-1730,80-1730,1981
52415,"Griffin v. Oceanic Contractors, Inc.",https://api.oyez.org/cases/1981/81-614,81-614,1981
52416,G. D. Searle & Company v. Cohn,https://api.oyez.org/cases/1981/80-644,80-644,1981
52417,Watt v. Energy Action Education Foundation,https://api.oyez.org/cases/1981/80-1464,80-1464,1981
52418,Sumner v. Mata,https://api.oyez.org/cases/1981/81-844,81-844,1981
52419,"Board of Education, Island Trees Union Free School District No. 26 v. Pico by Pico",https://api.oyez.org/cases/1981/80-2043,80-2043,1981
52420,Rendell-Baker v. Kohn,https://api.oyez.org/cases/1981/80-2102,80-2102,1981
52421,"Community Communications Company, Inc. v. City of Boulder",https://api.oyez.org/cases/1981/80-1350,80-1350,1981
52422,Princeton University v. Schmid,https://api.oyez.org/cases/1981/80-1576,80-1576,1981
52423,Nixon v. Fitzgerald,https://api.oyez.org/cases/1981/79-1738,79-1738,1981
52424,Tully v. Mobil Oil Corporation,https://api.oyez.org/cases/1981/81-96,81-96,1981
52425,Asarco Inc. v. Idaho State Tax Commission,https://api.oyez.org/cases/1981/80-2015,80-2015,1981
52426,Santosky v. Kramer,https://api.oyez.org/cases/1981/80-5889,80-5889,1981
52427,Zobel v. Williams,https://api.oyez.org/cases/1981/80-1146,80-1146,1981
52428,Washington v. Seattle School District No. 1,https://api.oyez.org/cases/1981/81-9,81-9,1981
52429,"Summit Valley Industries, Inc. v. Local 112, United Brotherhood of Carpenters & Joiners of America",https://api.oyez.org/cases/1981/81-497,81-497,1981
52430,Cabell v. Chavez-Salido,https://api.oyez.org/cases/1981/80-990,80-990,1981
52431,Michigan v. Thomas,https://api.oyez.org/cases/1981/81-593,81-593,1981
52432,Chicago Bridge & Iron Company v. Caterpillar Tractor Co.,https://api.oyez.org/cases/1981/81-349,81-349,1981
52433,"General Building Contractors Association, Inc. v. Pennsylvania",https://api.oyez.org/cases/1981/81-280,81-280,1981
52434,Finley v. Murray,https://api.oyez.org/cases/1981/80-2205,80-2205,1981
52435,Boag v. MacDougall,https://api.oyez.org/cases/1981/80-6845,80-6845,1981
52436,Hutto v. Davis,https://api.oyez.org/cases/1981/81-23,81-23,1981
52437,Havens Realty Corporation v. Coleman,https://api.oyez.org/cases/1981/80-988,80-988,1981
52438,Toll v. Moreno,https://api.oyez.org/cases/1981/80-2178,80-2178,1981
52440,Eddings v. Oklahoma,https://api.oyez.org/cases/1981/80-5727,80-5727,1981
52441,Brown v. Hartlage,https://api.oyez.org/cases/1981/80-1285,80-1285,1981
52442,"Woelke & Romero Framing, Inc. v. National Labor Relations Board",https://api.oyez.org/cases/1981/80-1798,80-1798,1981
52443,"Board of Education of Rogers, Arkansas v. McCluskey",https://api.oyez.org/cases/1981/81-1577,81-1577,1981
52444,United States v. Clark,https://api.oyez.org/cases/1981/80-1121,80-1121,1981
52445,In re R. M. J.,https://api.oyez.org/cases/1981/80-1431,80-1431,1981
52446,Marine Bank v. Weaver,https://api.oyez.org/cases/1981/80-1562,80-1562,1981
52447,"United States v. Hollywood Motor Car Company, Inc.",https://api.oyez.org/cases/1981/81-1144,81-1144,1981
52448,"Ramah Navajo School Bd., Inc. v. Bureau of Revenue of N. M.",https://api.oyez.org/cases/1981/80-2162,80-2162,1981
52449,Foremost Ins. Company v. Richardson,https://api.oyez.org/cases/1981/80-2134,80-2134,1981
52450,Kaiser Steel Corporation v. Mullins,https://api.oyez.org/cases/1981/80-1345,80-1345,1981
52451,"Alfred L. Snapp & Son, Inc. v. Puerto Rico ex rel. Barez",https://api.oyez.org/cases/1981/80-1305,80-1305,1981
52452,Leeke v. Timmerman,https://api.oyez.org/cases/1981/80-2077,80-2077,1981
52453,F. W. Woolworth Company v. Taxation and Revenue Department of New Mexico,https://api.oyez.org/cases/1981/80-1745,80-1745,1981
52454,United States v. New Mexico,https://api.oyez.org/cases/1981/80-702,80-702,1981
52455,Ford Motor Company v. Equal Employment Opportunity Commission,https://api.oyez.org/cases/1981/81-300,81-300,1981
52456,"Citizens Against Rent Control/Coalition for Fair Housing v. City of Berkeley, California",https://api.oyez.org/cases/1981/80-737,80-737,1981
52457,United States v. Johnson,https://api.oyez.org/cases/1981/80-1608,80-1608,1981
52458,Hopper v. Evans,https://api.oyez.org/cases/1981/80-1714,80-1714,1981
52459,Wainwright v. Torna,https://api.oyez.org/cases/1981/81-362,81-362,1981
52460,Federal Bureau of Investigation v. Abramson,https://api.oyez.org/cases/1981/80-1735,80-1735,1981
52461,Rogers v. Lodge,https://api.oyez.org/cases/1981/80-2100,80-2100,1981
52462,"Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.",https://api.oyez.org/cases/1981/80-327,80-327,1981
52463,"International Longshoremen's Association, AFL-CIO v. Allied International, Inc.",https://api.oyez.org/cases/1981/80-1663,80-1663,1981
52465,Oregon v. Kennedy,https://api.oyez.org/cases/1981/80-1991,80-1991,1981
52466,"Florida Department of State v. Treasure Salvors, Inc.",https://api.oyez.org/cases/1981/80-1348,80-1348,1981
52467,Connecticut v. Teal,https://api.oyez.org/cases/1981/80-2147,80-2147,1981
52468,Widmar v. Vincent,https://api.oyez.org/cases/1981/80-689,80-689,1981
52469,"U.S. Industries/Federal Sheet Metal, Inc. v. Director, Office of Workers' Compensation Programs",https://api.oyez.org/cases/1981/80-518,80-518,1981
52470,California v. Nevada,https://api.oyez.org/cases/1981/73_orig,73-orig,1981
52471,"United States v. Erika, Inc.",https://api.oyez.org/cases/1981/80-1594,80-1594,1981
52472,New England Power Company v. New Hampshire,https://api.oyez.org/cases/1981/80-1208,80-1208,1981
52473,Mills v. Habluetzel,https://api.oyez.org/cases/1981/80-6298,80-6298,1981
52474,"Board of Ed. of Hendrick Hudson Central School Dist., Westchester Cty. v. Rowley",https://api.oyez.org/cases/1981/80-1002,80-1002,1981
52475,Duckworth v. Serrano,https://api.oyez.org/cases/1981/80-2041,80-2041,1981
52476,Patsy v. Board of Regents of State of Florida,https://api.oyez.org/cases/1981/80-1874,80-1874,1981
52477,"Inwood Laboratories, Inc. v. Ives Laboratories, Inc.",https://api.oyez.org/cases/1981/80-2182,80-2182,1981
52478,Blue Shield of Virginia v. McCready,https://api.oyez.org/cases/1981/81-225,81-225,1981
52479,Greene v. Lindsey,https://api.oyez.org/cases/1981/81-341,81-341,1981
52480,Upham v. Seamon,https://api.oyez.org/cases/1981/81-1724,81-1724,1981
52481,Weinberger v. Rossi,https://api.oyez.org/cases/1981/80-1924,80-1924,1981
52482,McElroy v. United States,https://api.oyez.org/cases/1981/80-6680,80-6680,1981
52483,"Texaco, Inc. v. Short",https://api.oyez.org/cases/1981/80-965,80-965,1981
52484,Common Cause v. Schmitt,https://api.oyez.org/cases/1981/80-847,80-847,1981
52485,"Jackson Transit Authority v. Local Division 1285, Amalgamated Transit Union, AFL-CIO-CLC",https://api.oyez.org/cases/1981/81-411,81-411,1981
52486,Bread Political Action Committee v. Federal Election Commission,https://api.oyez.org/cases/1981/80-1481,80-1481,1981
52487,"American Society of Mechanical Engineers, Inc. v. Hydrolevel Corporation",https://api.oyez.org/cases/1981/80-1765,80-1765,1981
52488,Pullman-Standard v. Swint,https://api.oyez.org/cases/1981/80-1190,80-1190,1981
52489,Lane v. Williams,https://api.oyez.org/cases/1981/80-1240,80-1240,1981
52490,Rodriguez v. Popular Democratic Party,https://api.oyez.org/cases/1981/81-328,81-328,1981
52491,Youngberg v. Romeo,https://api.oyez.org/cases/1981/80-1429,80-1429,1981
52492,Blum v. Bacon,https://api.oyez.org/cases/1981/81-770,81-770,1981
52493,Tennessee v. Arkansas,https://api.oyez.org/cases/1981/77_orig,77-orig,1981
52494,Engle v. Isaac,https://api.oyez.org/cases/1981/80-1430,80-1430,1981
52496,"Globe Newspaper Co. v. Superior Court, County of Norfolk",https://api.oyez.org/cases/1981/81-611,81-611,1981
52497,Clements v. Fashing,https://api.oyez.org/cases/1981/80-1290,80-1290,1981
52498,Ralston v. Robinson,https://api.oyez.org/cases/1981/80-2049,80-2049,1981
52499,Murphy v. Hunt,https://api.oyez.org/cases/1981/80-2165,80-2165,1981
52500,Union Labor Life Ins. Company v. Pireno,https://api.oyez.org/cases/1981/81-389,81-389,1981
52501,New York v. Ferber,https://api.oyez.org/cases/1981/81-55,81-55,1981
52502,Schmidt v. Oakland Unified School District,https://api.oyez.org/cases/1981/81-1444,81-1444,1981
52503,California v. Grace Brethren Church,https://api.oyez.org/cases/1981/81-31,81-31,1981
52504,Kremer v. Chemical Construction Corporation,https://api.oyez.org/cases/1981/80-6045,80-6045,1981
52505,United States v. Frady,https://api.oyez.org/cases/1981/80-1595,80-1595,1981
52506,Jago v. Van Curen,https://api.oyez.org/cases/1981/80-1942,80-1942,1981
52507,American Tobacco Company v. Patterson,https://api.oyez.org/cases/1981/80-1199,80-1199,1981
52508,"Fair Assessment in Real Estate Assn., Inc. v. McNary",https://api.oyez.org/cases/1981/80-427,80-427,1981
52509,Underwriters National Assurance Company v. North Carolina Life & Accident & Health Insurance Guaranty Assn,https://api.oyez.org/cases/1981/80-1496,80-1496,1981
52510,Schweiker v. McClure,https://api.oyez.org/cases/1981/81-212,81-212,1981
52511,National Association for the Advancement of Colored People v. Claiborne Hardware Company,https://api.oyez.org/cases/1981/81-202,81-202,1981
52512,Diedrich v. Commissioner,https://api.oyez.org/cases/1981/80-2204,80-2204,1981
52513,United States Department of State v. Washington Post Company,https://api.oyez.org/cases/1981/81-535,81-535,1981
52514,Larson v. Valente,https://api.oyez.org/cases/1981/80-1666,80-1666,1981
52515,Loretto v. Teleprompter Manhattan CATV Corporation,https://api.oyez.org/cases/1981/81-244,81-244,1981
52516,Consolidated Freightways Corp. of Del. v. Kassel,https://api.oyez.org/cases/1981/79-1618,79-1618,1981
52517,Harris v. Rivera,https://api.oyez.org/cases/1981/81-17,81-17,1981
52518,General Telephone Company of the Southwest v. Falcon,https://api.oyez.org/cases/1981/81-574,81-574,1981
52519,Taylor v. Alabama,https://api.oyez.org/cases/1981/81-5152,81-5152,1981
52520,Donovan v. Richland County Association for Retarded Citizens,https://api.oyez.org/cases/1981/81-255,81-255,1981
52521,Blum v. Yaretsky,https://api.oyez.org/cases/1981/80-1952,80-1952,1981
52522,California v. Texas,https://api.oyez.org/cases/1981/88_orig,88-orig,1981
52523,Blanding v. DuBose,https://api.oyez.org/cases/1981/81-325,81-325,1981
52524,Federal Election Commission v. Democratic Senatorial Campaign Committee,https://api.oyez.org/cases/1981/80-939,80-939,1981
52525,"Merrill Lynch, Pierce, Fenner & Smith, Inc. v. Curran",https://api.oyez.org/cases/1981/80-203,80-203,1981
52526,Sporhase v. Nebraska ex rel. Douglas,https://api.oyez.org/cases/1981/81-613,81-613,1981
52527,Jewett v. Commissioner,https://api.oyez.org/cases/1981/80-1614,80-1614,1981
52528,"United Steelworkers of America, AFL-CIO-CLC v. Sadlowski",https://api.oyez.org/cases/1981/81-395,81-395,1981
52529,Fidelity Federal Savings & Loan Association v. De la Cuesta,https://api.oyez.org/cases/1981/81-750,81-750,1981
52530,Northern Pipeline Constr. Company v. Marathon Pipe Line Company,https://api.oyez.org/cases/1981/81-150,81-150,1981
52531,United Mine Workers of America Health & Retirement Funds v. Robinson,https://api.oyez.org/cases/1981/81-61,81-61,1981
52532,United States v. Lee,https://api.oyez.org/cases/1981/80-767,80-767,1981
52533,Finnegan v. Leu,https://api.oyez.org/cases/1981/80-2150,80-2150,1981
52534,Army & Air Force Exchange Service v. Sheehan,https://api.oyez.org/cases/1981/80-1437,80-1437,1981
52535,United States v. Ross,https://api.oyez.org/cases/1981/80-2209,80-2209,1981
52536,United States v. Goodwin,https://api.oyez.org/cases/1981/80-2195,80-2195,1981
52537,INS v. Chadha,https://api.oyez.org/cases/1981/80-1832,80-1832,1981
52538,Texas v. Oklahoma,https://api.oyez.org/cases/1981/85_orig,85-orig,1981
52539,Mills v. Rogers,https://api.oyez.org/cases/1981/80-1417,80-1417,1981
52540,Enmund v. Florida,https://api.oyez.org/cases/1981/81-5321,81-5321,1981
52541,United States v. MacDonald,https://api.oyez.org/cases/1981/80-1582,80-1582,1981
52543,Herweg v. Ray,https://api.oyez.org/cases/1981/80-60,80-60,1981
52544,Cory v. White,https://api.oyez.org/cases/1981/80-1556,80-1556,1981
52545,Rice v. Norman Williams Company,https://api.oyez.org/cases/1981/80-1012,80-1012,1981
52546,"Velde v. National Black Police Assn., Inc.",https://api.oyez.org/cases/1981/80-1074,80-1074,1981
52547,Tibbs v. Florida,https://api.oyez.org/cases/1981/81-5114,81-5114,1981
52548,"Insurance Corporation of Ireland, Ltd. v. Compagnie des Bauxites de Guinee",https://api.oyez.org/cases/1981/81-440,81-440,1981
52549,North Haven Bd. of Educ. v. Bell,https://api.oyez.org/cases/1981/80-986,80-986,1981
52550,Williams v. United States,https://api.oyez.org/cases/1981/80-2116,80-2116,1981
52551,United States v. Louisiana (Louisiana Boundary Case),https://api.oyez.org/cases/1981/9_orig,9-orig,1981
52552,Plyler v. Doe,https://api.oyez.org/cases/1981/80-1538,80-1538,1981
52553,Ridgway v. Ridgway,https://api.oyez.org/cases/1981/80-1070,80-1070,1981
52554,Polk County v. Dodson,https://api.oyez.org/cases/1981/80-824,80-824,1981
52555,United Transportation Union v. Long Island Rail Road Company,https://api.oyez.org/cases/1981/80-1925,80-1925,1981
52556,"Sumitomo Shoji America, Inc. v. Avagliano",https://api.oyez.org/cases/1981/80-2070,80-2070,1981
52557,South Dakota v. Nebraska,https://api.oyez.org/cases/1981/72_orig,72-orig,1981
52558,Lehman by Lehman v. Lycoming County Children's Services Agency,https://api.oyez.org/cases/1981/80-2177,80-2177,1981
52559,Harlow v. Fitzgerald,https://api.oyez.org/cases/1981/80-945,80-945,1981
52560,FERC v. Mississippi,https://api.oyez.org/cases/1981/80-1749,80-1749,1981
52561,"Zipes v. Trans World Airlines, Inc.",https://api.oyez.org/cases/1981/78-1545,78-1545,1981
52562,Smith v. Phillips,https://api.oyez.org/cases/1981/80-1082,80-1082,1981
52563,United States v. Vogel Fertilizer Company,https://api.oyez.org/cases/1981/80-1251,80-1251,1981
52564,"Village of Hoffman Estates v. The Flipside, Hoffman Estates, Inc.",https://api.oyez.org/cases/1981/80-1681,80-1681,1981
52565,Fletcher v. Weir,https://api.oyez.org/cases/1981/81-1049,81-1049,1981
52566,Hewitt v. Helms,https://api.oyez.org/cases/1982/81-638,81-638,1982
52567,Texas v. Brown,https://api.oyez.org/cases/1982/81-419,81-419,1982
52568,City of Revere v. Massachusetts General Hospital,https://api.oyez.org/cases/1982/82-63,82-63,1982
52569,Arizona Governing Committee for Tax Deferred Annuity and Deferred Compensation Plans v. Norris,https://api.oyez.org/cases/1982/82-52,82-52,1982
52570,Memphis Bank & Trust Company v. Garner,https://api.oyez.org/cases/1982/81-1613,81-1613,1982
52571,Regan v. Taxation With Representation of Washington,https://api.oyez.org/cases/1982/81-2338,81-2338,1982
52572,California ex rel. State Lands Comm'n v. United States,https://api.oyez.org/cases/1982/89_orig,89-orig,1982
52573,Kush v. Rutledge,https://api.oyez.org/cases/1982/81-1675,81-1675,1982
52574,Florida v. Casal,https://api.oyez.org/cases/1982/81-2318,81-2318,1982
52575,"American Paper Institute, Inc. v. American Electric Power Service Corporation",https://api.oyez.org/cases/1982/82-34,82-34,1982
52576,"United Brotherhood of Carpenters & Joiners of America, Local 610, AFL-CIO v. Scott",https://api.oyez.org/cases/1982/82-486,82-486,1982
52577,Lockheed Aircraft Corp. v. United States,https://api.oyez.org/cases/1982/81-1181,81-1181,1982
52578,"Crown Cork & Seal Company, Inc. v. Parker",https://api.oyez.org/cases/1982/82-118,82-118,1982
52579,"W. R. Grace & Company v. Local Union 759, International Union of Rubber, Cork, Linoleum & Plastic Workers of America",https://api.oyez.org/cases/1982/81-1314,81-1314,1982
52580,American Bank & Trust Company v. Dallas County,https://api.oyez.org/cases/1982/81-1717,81-1717,1982
52581,United States v. Rodgers,https://api.oyez.org/cases/1982/81-1476,81-1476,1982
52583,Solem v. Helm,https://api.oyez.org/cases/1982/82-492,82-492,1982
52584,City of Los Angeles v. Lyons,https://api.oyez.org/cases/1982/81-1064,81-1064,1982
52585,Rice v. Rehner,https://api.oyez.org/cases/1982/82-401,82-401,1982
52586,"Local 926, International Union of Operating Engineers, AFL-CIO v. Jones",https://api.oyez.org/cases/1982/81-1574,81-1574,1982
52587,Moses H. Cone Memorial Hospital v. Mercury Construction Corporation,https://api.oyez.org/cases/1982/81-1203,81-1203,1982
52588,Griggs v. Provident Consumer Discount Company,https://api.oyez.org/cases/1982/82-5082,82-5082,1982
52589,"Morrison-Knudsen Construction Company v. Director, Office of Workers' Compensation Programs",https://api.oyez.org/cases/1982/81-1891,81-1891,1982
52590,Pennhurst State School & Hosp. v. Halderman,https://api.oyez.org/cases/1982/81-2101,81-2101,1982
52591,"Dickerson v. New Banner Institute, Inc.",https://api.oyez.org/cases/1982/81-1180,81-1180,1982
52592,Smith v. Wade,https://api.oyez.org/cases/1982/81-1196,81-1196,1982
52593,"Federal Trade Commission v. Grolier, Inc.",https://api.oyez.org/cases/1982/82-372,82-372,1982
52594,"Director, Office of Workers' Compensation Programs v. Perini North River Associates",https://api.oyez.org/cases/1982/81-897,81-897,1982
52595,Equal Employment Opportunity Commission v. Wyoming,https://api.oyez.org/cases/1982/81-554,81-554,1982
52596,Container Corporation of America v. Franchise Tax Board,https://api.oyez.org/cases/1982/81-523,81-523,1982
52597,Martinez v. Bynum,https://api.oyez.org/cases/1982/81-857,81-857,1982
52598,Herman & MacLean v. Huddleston,https://api.oyez.org/cases/1982/81-680,81-680,1982
52599,"Planned Parenthood Association of Kansas City, Missouri, Inc. v. Ashcroft",https://api.oyez.org/cases/1982/81-1255,81-1255,1982
52600,"Jim McNeff, Inc. v. Todd",https://api.oyez.org/cases/1982/81-2150,81-2150,1982
52601,Bowen v. United States Postal Service,https://api.oyez.org/cases/1982/81-525,81-525,1982
52602,"Pallas Shipping Agency, Ltd. v. Duris",https://api.oyez.org/cases/1982/82-502,82-502,1982
52603,Pacific Gas & Electric Company v. State Energy Resources Conservation and Development Commission,https://api.oyez.org/cases/1982/81-1945,81-1945,1982
52604,District of Columbia Court of Appeals v. Feldman,https://api.oyez.org/cases/1982/81-1335,81-1335,1982
52605,"Philko Aviation, Inc. v. Shacket",https://api.oyez.org/cases/1982/82-342,82-342,1982
52606,United States v. Ptasynski,https://api.oyez.org/cases/1982/82-1066,82-1066,1982
52607,"United States v. Whiting Pools, Inc.",https://api.oyez.org/cases/1982/82-215,82-215,1982
52609,Bolger v. Youngs Drug Products Corporation,https://api.oyez.org/cases/1982/81-1590,81-1590,1982
52610,Jones & Laughlin Steel Corporation v. Pfeifer,https://api.oyez.org/cases/1982/82-131,82-131,1982
52611,United States v. Generix Drug Corporation,https://api.oyez.org/cases/1982/81-1222,81-1222,1982
52613,Jones v. Barnes,https://api.oyez.org/cases/1982/81-1794,81-1794,1982
52614,Associated General Contractors v. California State Council of Carpenters,https://api.oyez.org/cases/1982/81-334,81-334,1982
52616,"Watt v. Western Nuclear, Inc.",https://api.oyez.org/cases/1982/81-1686,81-1686,1982
52617,Pillsbury Company v. Conboy,https://api.oyez.org/cases/1982/81-825,81-825,1982
52619,Anderson v. Harless,https://api.oyez.org/cases/1982/81-2066,81-2066,1982
52620,National Labor Relations Board v. Transportation Management Corporation,https://api.oyez.org/cases/1982/82-168,82-168,1982
52621,Mennonite Board of Missions v. Adams,https://api.oyez.org/cases/1982/82-11,82-11,1982
52623,Exxon Corporation v. Eagerton,https://api.oyez.org/cases/1982/81-1020,81-1020,1982
52624,"Bowsher v. Merck & Company, Inc.",https://api.oyez.org/cases/1982/81-1273,81-1273,1982
52625,City of Port Arthur v. United States,https://api.oyez.org/cases/1982/81-708,81-708,1982
52626,National Association of Greeting Card Publishers v. United States Postal Service,https://api.oyez.org/cases/1982/81-1304,81-1304,1982
52627,Morris v. Slappy,https://api.oyez.org/cases/1982/81-1095,81-1095,1982
52628,United States v. Security Industrial Bank,https://api.oyez.org/cases/1982/81-184,81-184,1982
52629,Illinois v. Lafayette,https://api.oyez.org/cases/1982/81-1859,81-1859,1982
52630,Texas v. New Mexico,https://api.oyez.org/cases/1982/65_orig,65-orig,1982
52631,Marsh v. Chambers,https://api.oyez.org/cases/1982/82-23,82-23,1982
52632,"Baltimore Gas & Electric Company v. Natural Resources Defense Council, Inc.",https://api.oyez.org/cases/1982/82-524,82-524,1982
52633,California v. Beheler,https://api.oyez.org/cases/1982/82-1666,82-1666,1982
52634,DelCostello v. International Brotherhood of Teamsters,https://api.oyez.org/cases/1982/81-2386,81-2386,1982
52635,Kolender v. Lawson,https://api.oyez.org/cases/1982/81-1320,81-1320,1982
52636,"Motor Vehicle Manufacturers Association of the United States, Inc. v. State Farm Mutual Automobile Insurance Company",https://api.oyez.org/cases/1982/82-354,82-354,1982
52637,Ruckelshause v. Sierra Club,https://api.oyez.org/cases/1982/82-242,82-242,1982
52638,United States v. Knotts,https://api.oyez.org/cases/1982/81-1802,81-1802,1982
52639,Metropolitan Edison Company v. National Labor Relations Board,https://api.oyez.org/cases/1982/81-1664,81-1664,1982
52640,United States v. Rylander,https://api.oyez.org/cases/1982/81-1120,81-1120,1982
52641,Landon v. Plasencia,https://api.oyez.org/cases/1982/81-129,81-129,1982
52644,Anderson v. Celebrezze,https://api.oyez.org/cases/1982/81-1635,81-1635,1982
52645,Bell v. New Jersey,https://api.oyez.org/cases/1982/81-2125,81-2125,1982
52646,Bankamerica Corporation v. United States,https://api.oyez.org/cases/1982/81-1487,81-1487,1982
52647,Illinois v. Batchelder,https://api.oyez.org/cases/1982/82-947,82-947,1982
52648,Maggio v. Fulford,https://api.oyez.org/cases/1982/82-1408,82-1408,1982
52650,Florida v. Royer,https://api.oyez.org/cases/1982/80-2146,80-2146,1982
52651,Chappell v. Wallace,https://api.oyez.org/cases/1982/82-167,82-167,1982
52652,Verlinden B. V. v. Central Bank of Nigeria,https://api.oyez.org/cases/1982/81-920,81-920,1982
52653,Commissioner v. Tufts,https://api.oyez.org/cases/1982/81-1536,81-1536,1982
52654,North Dakota v. United States,https://api.oyez.org/cases/1982/81-773,81-773,1982
52656,South Dakota v. Neville,https://api.oyez.org/cases/1982/81-1453,81-1453,1982
52657,Shepard v. National Labor Relations Board,https://api.oyez.org/cases/1982/81-1627,81-1627,1982
52658,Burlington Northern Inc. v. United States,https://api.oyez.org/cases/1982/81-1008,81-1008,1982
52659,Lehr v. Robertson,https://api.oyez.org/cases/1982/81-1756,81-1756,1982
52660,"United States v. $8,850 in Currency",https://api.oyez.org/cases/1982/81-1062,81-1062,1982
52661,Immigration and Naturalization Service v. Miranda,https://api.oyez.org/cases/1982/82-29,82-29,1982
52663,"Shaw v. Delta Air Lines, Inc.",https://api.oyez.org/cases/1982/81-1578,81-1578,1982
52664,"Belknap, Inc. v. Hale",https://api.oyez.org/cases/1982/81-1966,81-1966,1982
52666,"Thurston Motor Lines, Inc. v. Jordan K. Rand, Ltd.",https://api.oyez.org/cases/1982/82-713,82-713,1982
52667,"White v. Massachusetts Council of Construction Employers, Inc.",https://api.oyez.org/cases/1982/81-1003,81-1003,1982
52668,"Jefferson County Pharmaceutical Assn., Inc. v. Abbott Laboratories",https://api.oyez.org/cases/1982/81-827,81-827,1982
52669,Bell v. United States,https://api.oyez.org/cases/1982/82-5119,82-5119,1982
52670,"Falls City Industries, Inc. v. Vanco Beverage, Inc.",https://api.oyez.org/cases/1982/81-1271,81-1271,1982
52671,Guardians Association v. Civil Service Commission of the City of New York,https://api.oyez.org/cases/1982/81-431,81-431,1982
52672,Akron v. Akron Center For Reproductive Health,https://api.oyez.org/cases/1982/81-746,81-746,1982
52673,Michigan v. Long,https://api.oyez.org/cases/1982/82-256,82-256,1982
52674,"United States v. Sells Engineering, Inc.",https://api.oyez.org/cases/1982/81-1032,81-1032,1982
52675,Connecticut v. Johnson,https://api.oyez.org/cases/1982/81-927,81-927,1982
52676,United States v. Baggot,https://api.oyez.org/cases/1982/81-1938,81-1938,1982
52677,Simopoulos v. Virginia,https://api.oyez.org/cases/1982/81-185,81-185,1982
52678,Brown v. Socialist Workers '74 Campaign Comm. (Ohio),https://api.oyez.org/cases/1982/81-776,81-776,1982
52679,United States v. Hasting,https://api.oyez.org/cases/1982/81-1463,81-1463,1982
52680,Pickett v. Brown,https://api.oyez.org/cases/1982/82-5576,82-5576,1982
52681,Newport News Shipbuilding & Dry Dock Company v. Equal Employment Opportunity Commission,https://api.oyez.org/cases/1982/82-411,82-411,1982
52682,"Sony Corporation of America v. Universal City Studios, Inc.",https://api.oyez.org/cases/1982/81-1687,81-1687,1982
52684,"Illinois v. Abbott & Associates, Inc.",https://api.oyez.org/cases/1982/81-1114,81-1114,1982
52686,Bob Jones University v. United States,https://api.oyez.org/cases/1982/81-3,81-3,1982
52687,United States Postal Service Board of Governors v. Aikens,https://api.oyez.org/cases/1982/81-1044,81-1044,1982
52688,Arizona v. San Carlos Apache Tribe of Arizona,https://api.oyez.org/cases/1982/81-2147,81-2147,1982
52689,Oregon v. Bradshaw,https://api.oyez.org/cases/1982/81-1857,81-1857,1982
52690,Minneapolis Star & Tribune Company v. Minnesota Commissioner of Revenue,https://api.oyez.org/cases/1982/81-1839,81-1839,1982
52691,Colorado v. New Mexico,https://api.oyez.org/cases/1982/80_orig,80-orig,1982
52692,Metropolitan Edison Co. v. People Against Nuclear Energy,https://api.oyez.org/cases/1982/81-2399,81-2399,1982
52693,Block v. North Dakota ex Rel. Board of University and School Lands,https://api.oyez.org/cases/1982/81-2337,81-2337,1982
52694,Xerox Corporation v. County of Harris,https://api.oyez.org/cases/1982/81-1489,81-1489,1982
52695,United States v. Place,https://api.oyez.org/cases/1982/81-1617,81-1617,1982
52696,Idaho ex rel. Evans v. Oregon,https://api.oyez.org/cases/1982/67_orig,67-orig,1982
